invoiceno,invoicedate,customerid
543238,2011-02-04 13:42:00,-1
543240,2011-02-04 13:47:00,14462
C543239,2011-02-04 13:47:00,14462
C543241,2011-02-04 14:02:00,17315
543242,2011-02-04 14:03:00,15090
543243,2011-02-04 14:04:00,15199
C543244,2011-02-04 14:06:00,16725
543245,2011-02-04 14:08:00,16725
543246,2011-02-04 14:14:00,17315
543247,2011-02-04 14:23:00,16029
543248,2011-02-04 14:25:00,16029
543249,2011-02-04 14:43:00,13963
543250,2011-02-04 14:46:00,13911
543251,2011-02-04 14:51:00,14194
543252,2011-02-04 14:58:00,17685
543253,2011-02-04 15:32:00,14842
543254,2011-02-04 15:40:00,-1
543255,2011-02-04 15:43:00,13050
543256,2011-02-04 15:54:00,17293
543257,2011-02-04 16:06:00,-1
543258,2011-02-04 16:06:00,-1
543259,2011-02-04 16:07:00,-1
543260,2011-02-04 16:07:00,-1
543261,2011-02-04 16:08:00,-1
543262,2011-02-04 16:08:00,-1
543263,2011-02-04 16:11:00,-1
543264,2011-02-04 16:34:00,13069
543265,2011-02-04 17:23:00,-1
543266,2011-02-04 17:24:00,-1
543267,2011-02-04 17:24:00,-1
543268,2011-02-04 17:24:00,-1
543269,2011-02-04 17:25:00,-1
543270,2011-02-04 17:25:00,-1
543271,2011-02-04 17:26:00,-1
543272,2011-02-06 11:11:00,14810
543273,2011-02-06 11:29:00,16456
543274,2011-02-06 12:48:00,17392
543275,2011-02-06 12:49:00,13584
543276,2011-02-06 13:57:00,16525
543277,2011-02-06 14:33:00,15808
543278,2011-02-06 14:43:00,16745
543279,2011-02-06 14:46:00,17105
543280,2011-02-06 14:56:00,14438
543281,2011-02-06 15:34:00,14606
543282,2011-02-06 16:08:00,12956
543283,2011-02-07 09:15:00,15781
543284,2011-02-07 09:36:00,14410
543285,2011-02-07 09:48:00,14600
543286,2011-02-07 09:50:00,14952
543287,2011-02-07 10:03:00,16422
543288,2011-02-07 10:14:00,17302
C543290,2011-02-07 10:44:00,16686
543291,2011-02-07 10:50:00,14180
543292,2011-02-07 11:15:00,14534
543293,2011-02-07 11:20:00,17613
543294,2011-02-07 11:39:00,17849
543300,2011-02-07 11:42:00,13334
543306,2011-02-07 11:56:00,16686
C543307,2011-02-07 11:58:00,18118
543308,2011-02-07 12:04:00,-1
543309,2011-02-07 12:05:00,18118
543310,2011-02-07 12:10:00,-1
543325,2011-02-07 12:22:00,17692
543332,2011-02-07 12:24:00,13955
543342,2011-02-07 12:27:00,17162
543345,2011-02-07 12:29:00,-1
C543347,2011-02-07 12:44:00,12472
543348,2011-02-07 12:46:00,13983
543349,2011-02-07 13:13:00,17774
543350,2011-02-07 13:15:00,13809
543351,2011-02-07 13:18:00,15407
543352,2011-02-07 13:32:00,15577
C543353,2011-02-07 13:41:00,16033
543354,2011-02-07 13:50:00,13458
543355,2011-02-07 13:50:00,16033
C543356,2011-02-07 13:52:00,14443
543357,2011-02-07 13:59:00,12388
543358,2011-02-07 14:04:00,-1
543359,2011-02-07 14:16:00,16332
543367,2011-02-07 14:33:00,18225
C543368,2011-02-07 14:46:00,18245
543369,2011-02-07 14:49:00,16255
543370,2011-02-07 14:51:00,12359
543371,2011-02-07 14:53:00,14048
543372,2011-02-07 15:01:00,16321
543373,2011-02-07 15:04:00,16945
543374,2011-02-07 15:05:00,16945
C543375,2011-02-07 15:09:00,16321
543376,2011-02-07 15:10:00,16321
543377,2011-02-07 15:14:00,13725
543378,2011-02-07 15:34:00,18102
543379,2011-02-07 15:37:00,18102
543380,2011-02-07 15:47:00,14293
C543381,2011-02-07 15:52:00,15513
543382,2011-02-07 16:21:00,14030
543383,2011-02-07 16:23:00,-1
543385,2011-02-07 16:24:00,-1
C543384,2011-02-07 16:24:00,-1
543386,2011-02-08 09:22:00,-1
543387,2011-02-08 09:41:00,14646
C543388,2011-02-08 09:44:00,14646
543389,2011-02-08 09:56:00,17841
543390,2011-02-08 10:02:00,-1
543391,2011-02-08 10:12:00,14475
543392,2011-02-08 10:15:00,16839
543393,2011-02-08 10:17:00,13534
543394,2011-02-08 10:17:00,15797
543395,2011-02-08 10:17:00,13534
543396,2011-02-08 10:28:00,15189
543397,2011-02-08 10:32:00,17859
543398,2011-02-08 10:47:00,16458
543399,2011-02-08 11:07:00,-1
543400,2011-02-08 11:27:00,14688
543411,2011-02-08 11:31:00,12576
543413,2011-02-08 11:32:00,13098
543428,2011-02-08 11:36:00,17787
C543431,2011-02-08 11:37:00,12474
C543442,2011-02-08 11:40:00,14911
C543445,2011-02-08 11:45:00,12662
543446,2011-02-08 12:01:00,15827
543447,2011-02-08 12:01:00,16265
543448,2011-02-08 12:12:00,-1
543449,2011-02-08 12:12:00,16553
543450,2011-02-08 12:12:00,-1
543451,2011-02-08 12:13:00,-1
543452,2011-02-08 12:14:00,16037
543453,2011-02-08 12:15:00,-1
543454,2011-02-08 12:20:00,14527
543455,2011-02-08 12:38:00,17858
543456,2011-02-08 12:41:00,15753
543457,2011-02-08 12:47:00,17428
543458,2011-02-08 13:28:00,14587
543459,2011-02-08 13:28:00,12599
543460,2011-02-08 13:32:00,-1
543461,2011-02-08 13:35:00,-1
543462,2011-02-08 13:39:00,17655
543463,2011-02-08 14:06:00,15311
543464,2011-02-08 14:15:00,16779
C543465,2011-02-08 14:32:00,13873
543466,2011-02-08 14:34:00,16713
543467,2011-02-08 14:35:00,-1
543468,2011-02-08 14:45:00,14562
C543469,2011-02-08 14:55:00,12709
543470,2011-02-08 14:58:00,16951
543471,2011-02-08 15:00:00,-1
543472,2011-02-08 15:01:00,-1
543473,2011-02-08 15:01:00,-1
543474,2011-02-08 15:09:00,14415
C543475,2011-02-08 15:15:00,14415
543476,2011-02-08 15:24:00,13050
543477,2011-02-08 15:30:00,17315
543478,2011-02-08 15:38:00,13798
543479,2011-02-08 15:42:00,16998
543480,2011-02-08 15:48:00,13133
543481,2011-02-08 16:25:00,14606
543482,2011-02-08 17:16:00,17881
543483,2011-02-09 09:10:00,18075
543484,2011-02-09 10:11:00,12721
543485,2011-02-09 10:19:00,15843
543486,2011-02-09 10:24:00,13319
543487,2011-02-09 10:25:00,13319
543492,2011-02-09 10:41:00,12720
543507,2011-02-09 10:49:00,15039
543518,2011-02-09 11:21:00,12753
543519,2011-02-09 11:38:00,17083
543520,2011-02-09 11:43:00,15827
543521,2011-02-09 11:49:00,-1
543523,2011-02-09 12:07:00,12971
543527,2011-02-09 12:08:00,15970
543529,2011-02-09 12:16:00,18109
543530,2011-02-09 12:46:00,-1
543532,2011-02-09 12:59:00,-1
543533,2011-02-09 13:00:00,-1
543534,2011-02-09 13:25:00,13590
543535,2011-02-09 13:37:00,17537
543536,2011-02-09 13:41:00,-1
543537,2011-02-09 13:50:00,12401
543538,2011-02-09 13:57:00,16143
543539,2011-02-09 14:18:00,17757
543540,2011-02-09 14:44:00,17412
543541,2011-02-09 14:44:00,12462
543542,2011-02-09 15:25:00,16607
543543,2011-02-09 15:33:00,17843
543544,2011-02-09 15:39:00,-1
543545,2011-02-09 15:50:00,-1
543546,2011-02-09 16:52:00,-1
543547,2011-02-09 16:57:00,17358
543548,2011-02-10 09:21:00,13706
543549,2011-02-10 09:29:00,17940
543550,2011-02-10 09:43:00,12601
C543551,2011-02-10 10:00:00,16716
543552,2011-02-10 10:05:00,-1
543553,2011-02-10 10:08:00,16359
543554,2011-02-10 10:17:00,14733
543555,2011-02-10 10:18:00,17686
543565,2011-02-10 10:40:00,14431
543586,2011-02-10 11:16:00,15809
543587,2011-02-10 11:39:00,12561
543588,2011-02-10 11:40:00,17381
543589,2011-02-10 11:41:00,17381
543590,2011-02-10 11:44:00,17377
543591,2011-02-10 11:46:00,13854
543592,2011-02-10 11:57:00,17243
543593,2011-02-10 12:13:00,14465
543594,2011-02-10 12:15:00,18093
543595,2011-02-10 12:19:00,16027
543596,2011-02-10 12:21:00,14898
543597,2011-02-10 12:32:00,12857
543598,2011-02-10 13:06:00,18230
543599,2011-02-10 13:08:00,17560
543600,2011-02-10 13:19:00,18168
543601,2011-02-10 13:27:00,14560
543602,2011-02-10 13:34:00,15570
C543603,2011-02-10 13:40:00,15570
543604,2011-02-10 13:54:00,16558
C543605,2011-02-10 14:11:00,13110
C543606,2011-02-10 14:13:00,14665
C543607,2011-02-10 14:13:00,15602
C543608,2011-02-10 14:15:00,17230
C543609,2011-02-10 14:17:00,16705
543610,2011-02-10 14:30:00,16425
C543611,2011-02-10 14:38:00,17850
543612,2011-02-10 14:46:00,16711
543618,2011-02-10 14:49:00,13468
543619,2011-02-10 14:51:00,16842
C543620,2011-02-10 14:52:00,14081
543622,2011-02-10 14:59:00,17334
C543621,2011-02-10 14:59:00,14475
543623,2011-02-10 15:24:00,16405
C543624,2011-02-10 15:33:00,12931
543625,2011-02-10 15:38:00,12583
543626,2011-02-10 15:40:00,15796
C543627,2011-02-10 15:50:00,15601
C543628,2011-02-10 15:51:00,16558
543629,2011-02-10 15:55:00,-1
543630,2011-02-10 16:01:00,15046
543631,2011-02-10 16:17:00,14081
C543632,2011-02-10 16:22:00,14842
C543633,2011-02-10 16:24:00,17188
C543634,2011-02-10 16:31:00,13599
C543635,2011-02-10 16:33:00,13894
C543636,2011-02-10 16:34:00,13767
C543637,2011-02-10 16:35:00,15738
C543638,2011-02-10 16:40:00,16403
543639,2011-02-10 16:52:00,16725
C543640,2011-02-10 17:06:00,12967
543641,2011-02-10 17:19:00,14555
543642,2011-02-10 17:40:00,16161
C543643,2011-02-10 17:44:00,16161
C543644,2011-02-10 17:50:00,17609
543645,2011-02-10 17:54:00,17609
543646,2011-02-10 19:44:00,17790
543647,2011-02-10 19:49:00,12841
543648,2011-02-11 08:45:00,15114
543649,2011-02-11 09:11:00,17809
543650,2011-02-11 09:17:00,12980
543651,2011-02-11 10:06:00,16306
543652,2011-02-11 10:15:00,15544
543653,2011-02-11 10:26:00,14796
543654,2011-02-11 10:29:00,-1
543655,2011-02-11 10:30:00,-1
543656,2011-02-11 10:30:00,-1
543657,2011-02-11 10:38:00,15133
543658,2011-02-11 10:38:00,13819
543660,2011-02-11 10:40:00,-1
C543659,2011-02-11 10:40:00,16730
C543661,2011-02-11 10:41:00,12471
C543662,2011-02-11 10:49:00,14441
C543663,2011-02-11 10:50:00,18118
543664,2011-02-11 10:57:00,17705
543668,2011-02-11 11:17:00,18118
543669,2011-02-11 11:22:00,16029
543670,2011-02-11 11:23:00,16013
C543671,2011-02-11 11:24:00,18087
543672,2011-02-11 11:25:00,16013
543673,2011-02-11 11:28:00,16013
543674,2011-02-11 11:28:00,16013
543675,2011-02-11 11:31:00,16013
543688,2011-02-11 11:36:00,15270
543691,2011-02-11 11:38:00,17924
543693,2011-02-11 11:40:00,12897
C543706,2011-02-11 11:44:00,15044
543713,2011-02-11 11:46:00,-1
C543729,2011-02-11 11:55:00,15796
543730,2011-02-11 11:57:00,16928
543731,2011-02-11 11:57:00,17677
543732,2011-02-11 12:02:00,-1
543733,2011-02-11 12:16:00,12395
543734,2011-02-11 12:22:00,17512
543735,2011-02-11 12:32:00,16191
543736,2011-02-11 12:36:00,15044
543737,2011-02-11 12:45:00,12477
543738,2011-02-11 12:48:00,13094
543739,2011-02-11 12:49:00,15550
543740,2011-02-11 13:36:00,15311
C543741,2011-02-11 13:37:00,13021
C543742,2011-02-11 13:38:00,14676
C543743,2011-02-11 13:39:00,12505
C543744,2011-02-11 13:43:00,13672
C543745,2011-02-11 13:46:00,13672
543746,2011-02-11 13:50:00,17675
543747,2011-02-11 13:53:00,13672
543748,2011-02-11 13:54:00,12913
C543749,2011-02-11 13:55:00,13672
C543750,2011-02-11 13:59:00,18250
543751,2011-02-11 14:00:00,-1
C543752,2011-02-11 14:12:00,14031
543753,2011-02-11 14:15:00,-1
543754,2011-02-11 14:26:00,18159
C543755,2011-02-11 14:48:00,14304
C543756,2011-02-11 14:50:00,13089
C543757,2011-02-11 15:05:00,13115
C543758,2011-02-11 15:07:00,15299
543759,2011-02-11 15:12:00,12921
C543760,2011-02-11 15:12:00,15638
C543761,2011-02-11 15:13:00,12943
543762,2011-02-11 15:14:00,-1
C543763,2011-02-11 15:14:00,13050
C543764,2011-02-11 15:16:00,17035
C543765,2011-02-11 15:16:00,16265
C543766,2011-02-11 15:18:00,13319
C543767,2011-02-11 15:19:00,13767
C543768,2011-02-11 15:20:00,14497
C543769,2011-02-11 15:22:00,17213
543770,2011-02-11 15:39:00,13875
C543771,2011-02-11 15:43:00,15658
C543772,2011-02-11 15:43:00,13534
C543773,2011-02-11 15:47:00,12410
543774,2011-02-11 15:56:00,15856
C543775,2011-02-11 16:10:00,13102
C543776,2011-02-11 16:12:00,14133
543777,2011-02-11 16:19:00,15406
543777,2011-02-11 16:20:00,15406
C543778,2011-02-11 16:30:00,18084
C543779,2011-02-11 16:32:00,15240
C543780,2011-02-11 16:34:00,17334
543781,2011-02-11 16:36:00,-1
543782,2011-02-11 16:36:00,-1
543783,2011-02-11 16:45:00,-1
C543784,2011-02-11 16:59:00,13089
C543785,2011-02-11 17:01:00,13098
C543786,2011-02-11 17:01:00,13078
C543787,2011-02-11 17:05:00,15061
543788,2011-02-11 17:06:00,15061
C543789,2011-02-11 17:10:00,17450
C543790,2011-02-11 17:12:00,17071
C543791,2011-02-11 17:13:00,15270
C543792,2011-02-11 17:14:00,13725
543796,2011-02-11 17:31:00,-1
543797,2011-02-13 10:24:00,15465
543798,2011-02-13 11:13:00,15058
543799,2011-02-13 11:22:00,17236
543800,2011-02-13 11:36:00,17282
543801,2011-02-13 11:52:00,17811
543802,2011-02-13 12:03:00,13742
543803,2011-02-13 12:05:00,17126
543804,2011-02-13 12:17:00,16434
543805,2011-02-13 12:41:00,17050
543806,2011-02-13 12:48:00,17085
543807,2011-02-13 13:15:00,14692
543808,2011-02-13 13:22:00,17454
543809,2011-02-13 13:52:00,17095
543810,2011-02-13 14:16:00,13171
C543811,2011-02-13 14:28:00,15640
543812,2011-02-13 14:40:00,17472
543813,2011-02-13 15:02:00,16897
543814,2011-02-13 15:17:00,15640
543815,2011-02-13 15:18:00,17255
543816,2011-02-13 15:26:00,17841
C543817,2011-02-13 15:28:00,17841
C543818,2011-02-13 15:45:00,16897
C543819,2011-02-13 16:04:00,16928
543820,2011-02-13 16:05:00,16084
543821,2011-02-14 09:24:00,17667
543822,2011-02-14 09:24:00,12507
543823,2011-02-14 09:27:00,17937
543824,2011-02-14 09:31:00,14631
543825,2011-02-14 09:33:00,16098
543826,2011-02-14 09:41:00,-1
543827,2011-02-14 09:44:00,-1
543828,2011-02-14 09:45:00,14156
543829,2011-02-14 09:47:00,12939
C543830,2011-02-14 09:54:00,12476
543831,2011-02-14 09:57:00,15769
543832,2011-02-14 10:10:00,13381
543833,2011-02-14 10:24:00,12476
C543834,2011-02-14 10:24:00,12553
C543835,2011-02-14 10:40:00,12963
543836,2011-02-14 10:52:00,15236
C543837,2011-02-14 10:56:00,14431
C543838,2011-02-14 10:59:00,15827
543839,2011-02-14 11:08:00,17811
C543840,2011-02-14 11:19:00,14527
C543841,2011-02-14 11:20:00,17095
543842,2011-02-14 11:22:00,16333
543852,2011-02-14 11:57:00,14258
543899,2011-02-14 12:11:00,-1
543900,2011-02-14 12:11:00,12621
543901,2011-02-14 12:13:00,17659
543907,2011-02-14 12:16:00,17346
543908,2011-02-14 12:28:00,16422
543909,2011-02-14 12:32:00,-1
543910,2011-02-14 12:36:00,13475
543911,2011-02-14 12:46:00,17829
543912,2011-02-14 12:53:00,16701
543913,2011-02-14 13:11:00,17591
543914,2011-02-14 13:19:00,14715
543915,2011-02-14 13:21:00,13717
543916,2011-02-14 13:22:00,-1
C543917,2011-02-14 13:40:00,12951
C543918,2011-02-14 13:42:00,12921
543919,2011-02-14 14:03:00,13157
543920,2011-02-14 14:12:00,-1
543921,2011-02-14 14:13:00,13911
543922,2011-02-14 14:13:00,-1
543923,2011-02-14 14:14:00,14644
543924,2011-02-14 14:14:00,16904
543934,2011-02-14 14:29:00,12993
543935,2011-02-14 14:39:00,12989
543973,2011-02-14 15:15:00,17571
C543972,2011-02-14 15:15:00,17924
C543974,2011-02-14 15:20:00,14606
543975,2011-02-14 15:23:00,17231
543976,2011-02-14 15:26:00,13089
543977,2011-02-14 15:35:00,15615
543978,2011-02-14 15:37:00,12867
543979,2011-02-14 15:43:00,14606
C543980,2011-02-14 16:39:00,14189
543981,2011-02-15 08:18:00,15358
543982,2011-02-15 08:21:00,15358
543983,2011-02-15 09:20:00,16979
543984,2011-02-15 09:35:00,15601
543985,2011-02-15 09:44:00,-1
543986,2011-02-15 09:46:00,16738
543987,2011-02-15 09:49:00,14849
543988,2011-02-15 09:50:00,14849
543989,2011-02-15 09:52:00,12415
543990,2011-02-15 09:59:00,15122
543991,2011-02-15 10:17:00,13848
C543992,2011-02-15 10:29:00,12583
543993,2011-02-15 10:40:00,17612
543994,2011-02-15 10:41:00,12931
543995,2011-02-15 10:45:00,13408
543996,2011-02-15 10:46:00,15811
543997,2011-02-15 10:49:00,17348
543998,2011-02-15 10:52:00,18093
C544034,2011-02-15 11:28:00,14701
544035,2011-02-15 11:30:00,13893
544036,2011-02-15 11:30:00,17315
544037,2011-02-15 11:31:00,14961
C544038,2011-02-15 11:32:00,14659
544039,2011-02-15 11:33:00,14744
544040,2011-02-15 11:40:00,14701
544041,2011-02-15 11:50:00,17730
544042,2011-02-15 11:52:00,14527
544043,2011-02-15 11:58:00,14527
544044,2011-02-15 12:05:00,14659
544045,2011-02-15 12:12:00,13941
544046,2011-02-15 12:34:00,-1
C544047,2011-02-15 12:36:00,-1
C544049,2011-02-15 12:39:00,-1
544051,2011-02-15 12:40:00,16700
C544054,2011-02-15 12:41:00,-1
544055,2011-02-15 12:48:00,14035
544056,2011-02-15 12:48:00,13004
C544057,2011-02-15 12:55:00,13623
544058,2011-02-15 12:56:00,14176
544059,2011-02-15 13:00:00,14534
544060,2011-02-15 13:08:00,13623
544061,2011-02-15 13:12:00,14176
544062,2011-02-15 13:19:00,15311
544063,2011-02-15 13:37:00,-1
544064,2011-02-15 13:50:00,17114
544065,2011-02-15 13:52:00,14346
544066,2011-02-15 13:53:00,12971
544067,2011-02-15 14:02:00,16431
544068,2011-02-15 14:08:00,16431
544069,2011-02-15 14:17:00,12616
544070,2011-02-15 14:19:00,15370
544071,2011-02-15 14:30:00,16317
544072,2011-02-15 14:32:00,-1
544073,2011-02-15 14:44:00,14935
544074,2011-02-15 14:49:00,14156
544075,2011-02-15 14:50:00,14156
544076,2011-02-15 15:00:00,16407
544077,2011-02-15 15:04:00,14825
544078,2011-02-15 15:41:00,16073
544079,2011-02-15 15:44:00,14477
C544080,2011-02-15 15:46:00,17819
544081,2011-02-15 15:49:00,17819
544082,2011-02-15 15:50:00,-1
544083,2011-02-15 15:51:00,15606
544084,2011-02-15 16:27:00,14760
544085,2011-02-15 16:49:00,-1
544086,2011-02-15 16:49:00,-1
544087,2011-02-15 17:02:00,17530
544088,2011-02-15 17:18:00,-1
544089,2011-02-15 17:51:00,-1
544090,2011-02-16 08:15:00,13880
544091,2011-02-16 08:37:00,14897
544092,2011-02-16 09:03:00,17512
544093,2011-02-16 09:08:00,13750
544094,2011-02-16 09:11:00,15810
544095,2011-02-16 09:25:00,16509
544096,2011-02-16 09:45:00,14386
544097,2011-02-16 09:56:00,12455
544098,2011-02-16 10:04:00,16019
C544099,2011-02-16 10:17:00,15059
544100,2011-02-16 10:25:00,15002
544101,2011-02-16 10:32:00,16378
544102,2011-02-16 10:32:00,14665
544103,2011-02-16 10:33:00,17961
544104,2011-02-16 10:34:00,14665
544105,2011-02-16 10:38:00,17567
544106,2011-02-16 10:47:00,14530
544107,2011-02-16 10:50:00,15670
544108,2011-02-16 10:53:00,12653
544109,2011-02-16 10:56:00,12841
544110,2011-02-16 11:03:00,15059
544111,2011-02-16 11:18:00,16126
544112,2011-02-16 11:37:00,15039
544115,2011-02-16 11:45:00,12727
C544117,2011-02-16 11:48:00,12727
C544118,2011-02-16 11:49:00,16306
544125,2011-02-16 11:53:00,13199
544129,2011-02-16 11:54:00,13199
544143,2011-02-16 11:58:00,15759
544147,2011-02-16 11:59:00,16306
544150,2011-02-16 11:59:00,14180
544151,2011-02-16 12:02:00,15024
544152,2011-02-16 12:10:00,14609
544153,2011-02-16 12:11:00,15356
544154,2011-02-16 12:13:00,13414
544155,2011-02-16 12:15:00,12823
544156,2011-02-16 12:33:00,12352
544157,2011-02-16 12:46:00,12372
544158,2011-02-16 12:47:00,14944
544159,2011-02-16 12:48:00,14944
544160,2011-02-16 12:49:00,16494
544161,2011-02-16 12:59:00,16875
544162,2011-02-16 13:00:00,14959
544163,2011-02-16 13:02:00,16875
544164,2011-02-16 13:02:00,17306
544165,2011-02-16 13:11:00,14210
544166,2011-02-16 13:14:00,14051
544167,2011-02-16 13:14:00,14755
544168,2011-02-16 13:16:00,13798
544169,2011-02-16 13:44:00,13078
544170,2011-02-16 14:01:00,16148
C544171,2011-02-16 14:13:00,13001
C544174,2011-02-16 14:13:00,13001
544176,2011-02-16 14:18:00,18219
544177,2011-02-16 14:27:00,13001
544178,2011-02-16 14:40:00,14543
544179,2011-02-16 14:44:00,17422
544180,2011-02-16 14:48:00,14309
544181,2011-02-16 14:56:00,17175
544182,2011-02-16 15:13:00,18257
544183,2011-02-16 15:43:00,17857
C544184,2011-02-16 15:47:00,16684
544185,2011-02-16 15:51:00,16684
544186,2011-02-16 15:55:00,-1
544186,2011-02-16 15:56:00,-1
544187,2011-02-16 16:31:00,14107
544189,2011-02-16 16:40:00,15867
544190,2011-02-16 16:56:00,13089
544191,2011-02-16 16:57:00,13089
544192,2011-02-16 16:58:00,13089
544193,2011-02-17 08:23:00,12431
544194,2011-02-17 08:40:00,16839
544195,2011-02-17 08:58:00,13305
544196,2011-02-17 09:47:00,13327
544197,2011-02-17 09:52:00,12971
544198,2011-02-17 09:53:00,12971
544199,2011-02-17 10:04:00,13777
544200,2011-02-17 10:08:00,12494
544201,2011-02-17 10:11:00,-1
544202,2011-02-17 10:29:00,-1
544203,2011-02-17 10:30:00,12362
544204,2011-02-17 10:30:00,-1
544205,2011-02-17 10:31:00,-1
544206,2011-02-17 10:33:00,-1
544207,2011-02-17 10:34:00,-1
544208,2011-02-17 10:34:00,-1
544209,2011-02-17 10:51:00,16235
544210,2011-02-17 11:01:00,14911
544211,2011-02-17 11:05:00,13018
544214,2011-02-17 11:19:00,-1
544271,2011-02-17 11:46:00,17083
544277,2011-02-17 11:58:00,13718
544278,2011-02-17 12:01:00,15382
C544279,2011-02-17 12:03:00,17954
544280,2011-02-17 12:21:00,14754
544281,2011-02-17 12:23:00,12500
544282,2011-02-17 12:24:00,17865
544283,2011-02-17 12:27:00,13668
544286,2011-02-17 12:29:00,13151
544292,2011-02-17 12:33:00,16745
544293,2011-02-17 12:42:00,17954
544294,2011-02-17 12:42:00,15601
544295,2011-02-17 12:43:00,14298
544296,2011-02-17 12:47:00,14298
544297,2011-02-17 12:48:00,14298
544298,2011-02-17 12:51:00,14298
544299,2011-02-17 12:55:00,13178
C544300,2011-02-17 12:56:00,18125
544301,2011-02-17 12:59:00,14606
544302,2011-02-17 13:16:00,12654
544303,2011-02-17 13:28:00,18116
544304,2011-02-17 13:47:00,18125
544305,2011-02-17 13:54:00,15044
544306,2011-02-17 13:57:00,13085
544307,2011-02-17 14:04:00,15903
544308,2011-02-17 14:11:00,16525
544309,2011-02-17 14:17:00,15785
544311,2011-02-17 14:19:00,17841
C544310,2011-02-17 14:19:00,17841
544312,2011-02-17 14:26:00,17841
544313,2011-02-17 14:36:00,14099
544314,2011-02-17 14:42:00,13767
544315,2011-02-17 14:42:00,12748
544316,2011-02-17 14:49:00,16556
544317,2011-02-17 14:51:00,18138
C544318,2011-02-17 15:02:00,12989
544319,2011-02-17 15:03:00,14379
544320,2011-02-17 15:40:00,17381
544321,2011-02-17 15:42:00,-1
544322,2011-02-17 15:50:00,14211
544323,2011-02-17 15:51:00,-1
544324,2011-02-17 16:08:00,-1
544325,2011-02-17 16:23:00,-1
544326,2011-02-17 16:24:00,-1
544328,2011-02-17 16:35:00,14371
544329,2011-02-17 16:43:00,17288
544330,2011-02-17 16:59:00,17576
544331,2011-02-17 17:05:00,12455
544332,2011-02-17 17:34:00,17419
544333,2011-02-17 17:39:00,-1
544334,2011-02-17 19:16:00,16353
544335,2011-02-17 19:21:00,14702
544336,2011-02-17 19:36:00,13230
544337,2011-02-18 08:34:00,13425
544338,2011-02-18 08:47:00,12852
544339,2011-02-18 09:04:00,15228
544340,2011-02-18 09:41:00,12527
544341,2011-02-18 09:43:00,13012
544342,2011-02-18 09:44:00,-1
544343,2011-02-18 09:45:00,-1
544344,2011-02-18 09:47:00,-1
544345,2011-02-18 09:49:00,-1
544346,2011-02-18 09:50:00,-1
544347,2011-02-18 09:51:00,-1
544348,2011-02-18 09:52:00,-1
544349,2011-02-18 10:03:00,16713
544350,2011-02-18 10:07:00,17389
544351,2011-02-18 10:11:00,16182
544352,2011-02-18 10:16:00,15290
544353,2011-02-18 10:32:00,18229
544354,2011-02-18 10:42:00,13489
544355,2011-02-18 10:53:00,12714
544356,2011-02-18 11:18:00,13904
544368,2011-02-18 11:27:00,14057
544390,2011-02-18 11:36:00,14911
544391,2011-02-18 11:53:00,15755
544392,2011-02-18 11:54:00,14680
544393,2011-02-18 11:56:00,16393
544394,2011-02-18 12:02:00,13932
544395,2011-02-18 12:13:00,13397
544396,2011-02-18 12:16:00,-1
C544397,2011-02-18 12:21:00,12462
544398,2011-02-18 12:27:00,15311
544399,2011-02-18 12:28:00,12594
544400,2011-02-18 12:31:00,14101
544404,2011-02-18 12:56:00,16401
544405,2011-02-18 13:10:00,16814
544406,2011-02-18 13:26:00,16726
544407,2011-02-18 13:26:00,14606
544408,2011-02-18 13:29:00,16726
544409,2011-02-18 13:32:00,16265
544410,2011-02-18 13:54:00,-1
544411,2011-02-18 14:18:00,13799
544412,2011-02-18 14:21:00,16531
C544413,2011-02-18 14:36:00,14760
C544414,2011-02-18 14:54:00,13408
C544415,2011-02-18 15:04:00,16133
C544416,2011-02-18 15:11:00,16713
C544417,2011-02-18 15:13:00,17512
544418,2011-02-18 15:15:00,-1
C544419,2011-02-18 15:16:00,12395
C544420,2011-02-18 15:18:00,16191
544421,2011-02-18 15:21:00,13951
C544422,2011-02-18 15:22:00,12553
544423,2011-02-18 15:23:00,12553
C544424,2011-02-18 15:29:00,18093
C544425,2011-02-18 15:40:00,13078
544426,2011-02-18 15:41:00,16765
C544427,2011-02-18 15:42:00,17612
C544428,2011-02-18 15:44:00,16306
544430,2011-02-18 15:45:00,16306
C544429,2011-02-18 15:45:00,16306
544431,2011-02-18 15:49:00,-1
C544432,2011-02-18 15:54:00,16979
C544433,2011-02-18 15:59:00,15601
544434,2011-02-18 16:12:00,-1
C544435,2011-02-18 16:32:00,15122
C544436,2011-02-18 16:52:00,18172
C544437,2011-02-18 17:19:00,16027
544438,2011-02-18 17:24:00,-1
544439,2011-02-20 10:16:00,13798
544440,2011-02-20 10:28:00,15465
544441,2011-02-20 10:29:00,16566
C544442,2011-02-20 10:30:00,15465
544443,2011-02-20 10:43:00,13725
544444,2011-02-20 10:51:00,13246
544445,2011-02-20 10:56:00,16746
544446,2011-02-20 11:28:00,12891
544447,2011-02-20 11:39:00,16466
544448,2011-02-20 12:01:00,14878
544449,2011-02-20 12:14:00,16115
544450,2011-02-20 12:23:00,17811
C544451,2011-02-20 12:31:00,13097
544452,2011-02-20 12:32:00,14162
544453,2011-02-20 13:06:00,17214
544454,2011-02-20 13:13:00,13301
544455,2011-02-20 13:18:00,13097
544456,2011-02-20 13:21:00,14803
544457,2011-02-20 13:46:00,14667
C544458,2011-02-20 13:48:00,14667
